,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B9,B10,B11,C1,C2,C3,C4,C5,C6,C7,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H11,H12
34.0,1216539.0,753880.0,670881.0,257745.0,244961.0,250003.0,243744.0,261708.0,235688.0,239351.0,234900.0,260122.0,948976.0,702192.0,694644.0,249238.0,250644.0,252564.0,263870.0,239469.0,234781.0,238590.0,3503694.0,2037440.0,1932405.0,245102.0,299881.0,281203.0,289427.0,244560.0,255950.0,261992.0,250525.0,9157262.0,6426804.0,5103441.0,242264.0,362643.0,366102.0,369540.0,246290.0,337065.0,396957.0,423150.0,253013.0,10045625.0,4868480.0,4502173.0,249912.0,584078.0,608863.0,616989.0,246248.0,432326.0,696603.0,723586.0,248964.0,7611648.0,4745018.0,4390202.0,247360.0,1246677.0,1243952.0,1220029.0,247422.0,963306.0,911775.0,1009262.0,255661.0,10466025.0,5873636.0,5263473.0,244264.0,6157046.0,5763040.0,5824311.0,248840.0,253456.0,256514.0,240587.0,241619.0,240155.0,240266.0,241823.0,236434.0,242486.0,248140.0,242812.0,250394.0
34.5,1245614.0,821980.0,767383.0,258158.0,244291.0,242214.0,246436.0,258628.0,240302.0,237348.0,235100.0,265586.0,964947.0,713039.0,712021.0,251761.0,249108.0,250641.0,262343.0,237751.0,237837.0,238957.0,3581184.0,2100047.0,1991376.0,247323.0,301824.0,283130.0,289035.0,245190.0,256042.0,261229.0,252914.0,9372584.0,6560743.0,5209060.0,245390.0,366647.0,365121.0,370003.0,245971.0,344647.0,406458.0,427198.0,252823.0,10373127.0,4969129.0,4582052.0,249999.0,589252.0,610673.0,610826.0,246896.0,437844.0,702100.0,730570.0,252840.0,7799082.0,4841206.0,4466726.0,240187.0,1255313.0,1239600.0,1219014.0,248223.0,962779.0,918384.0,1071317.0,255523.0,10724945.0,5918662.0,5309352.0,242914.0,6311272.0,5945481.0,6001147.0,248395.0,252374.0,260397.0,242486.0,244215.0,241645.0,238993.0,241124.0,241968.0,245272.0,254006.0,244990.0,254057.0
35.0,1263425.0,887983.0,709088.0,256531.0,243443.0,245308.0,239567.0,257527.0,239479.0,232299.0,236522.0,263591.0,1008972.0,727637.0,719673.0,250274.0,248184.0,251872.0,264304.0,235993.0,239256.0,237903.0,3657242.0,2148602.0,2024669.0,247004.0,300575.0,283949.0,288000.0,246164.0,256760.0,265553.0,254554.0,9512282.0,6617823.0,5276930.0,243709.0,369265.0,369485.0,373175.0,249743.0,340769.0,410282.0,433058.0,256262.0,10256270.0,5046710.0,4654339.0,253691.0,590141.0,613147.0,614824.0,248320.0,431416.0,705116.0,727633.0,250859.0,7991167.0,4894667.0,4541077.0,243863.0,1251076.0,1240763.0,1215554.0,247271.0,975905.0,919000.0,1151926.0,254554.0,10953879.0,5954783.0,5332881.0,242122.0,6450438.0,6072753.0,6097852.0,245120.0,252086.0,255779.0,242089.0,241807.0,245320.0,241587.0,244246.0,239610.0,248057.0,255940.0,253059.0,253682.0
35.5,1289977.0,959527.0,732816.0,253282.0,240920.0,247504.0,239222.0,259781.0,241858.0,240676.0,239584.0,262576.0,1077664.0,741619.0,730566.0,246530.0,252743.0,254511.0,265291.0,237587.0,238084.0,236514.0,3728915.0,2191454.0,2059785.0,249746.0,299823.0,282837.0,286103.0,246071.0,257529.0,261425.0,250055.0,9674394.0,6685483.0,5357569.0,242930.0,366048.0,368581.0,367335.0,244462.0,346255.0,418402.0,431645.0,252296.0,10179355.0,5110470.0,4718548.0,250437.0,587347.0,615110.0,614738.0,247006.0,433140.0,710328.0,731860.0,252551.0,8182183.0,4989910.0,4598567.0,241930.0,1250791.0,1252482.0,1214680.0,248541.0,978859.0,952285.0,1222514.0,255274.0,11175547.0,6001105.0,5363325.0,245413.0,6599682.0,6187361.0,6229590.0,249532.0,254829.0,253576.0,246568.0,246536.0,242399.0,239247.0,244851.0,242489.0,248632.0,254569.0,254671.0,253715.0
36.0,1308002.0,1024246.0,773496.0,253804.0,240948.0,242822.0,246107.0,255447.0,242911.0,241480.0,235845.0,264646.0,1178039.0,757307.0,744869.0,244893.0,252458.0,251539.0,266361.0,235764.0,236532.0,239577.0,3810091.0,2252226.0,2104373.0,248111.0,299737.0,280769.0,288932.0,249534.0,258510.0,262251.0,251927.0,9904517.0,6766148.0,5444954.0,246732.0,368621.0,366189.0,374843.0,248520.0,355443.0,415230.0,425631.0,254965.0,10211970.0,5243405.0,4812344.0,252532.0,592110.0,615920.0,617404.0,243297.0,444265.0,709727.0,724919.0,249329.0,8347891.0,5043184.0,4665020.0,241056.0,1260603.0,1247216.0,1217314.0,251590.0,991975.0,981502.0,1283314.0,252633.0,11376668.0,6030307.0,5417325.0,241835.0,6715586.0,6313453.0,6379713.0,244661.0,249448.0,252293.0,244867.0,247151.0,243662.0,241400.0,245767.0,242863.0,252820.0,254547.0,254358.0,256084.0
36.5,1333400.0,1074626.0,843260.0,255575.0,240772.0,244769.0,239920.0,256621.0,240556.0,239523.0,238010.0,263300.0,1335168.0,765875.0,755346.0,247095.0,250229.0,253599.0,266088.0,239393.0,238367.0,239388.0,3895988.0,2294280.0,2160490.0,246272.0,298863.0,284342.0,289633.0,254242.0,257901.0,266329.0,251695.0,10082389.0,6826416.0,5549159.0,243989.0,367625.0,368428.0,368700.0,247568.0,382069.0,422946.0,425282.0,250284.0,10395135.0,5326160.0,4907597.0,251187.0,592502.0,621775.0,619343.0,247517.0,454492.0,713428.0,731431.0,252090.0,8518947.0,5116442.0,4734114.0,245027.0,1263507.0,1252707.0,1224016.0,246567.0,995458.0,1034777.0,1324405.0,255085.0,11702801.0,6058711.0,5450647.0,244735.0,6890401.0,6437569.0,6503836.0,247323.0,251108.0,251756.0,247378.0,243825.0,244502.0,242628.0,243522.0,243986.0,255554.0,250338.0,256350.0,258350.0
37.0,1347160.0,1112111.0,912145.0,256538.0,238445.0,250861.0,248346.0,256151.0,241087.0,240395.0,238367.0,265787.0,1504260.0,788943.0,770277.0,246816.0,249609.0,259949.0,267485.0,238593.0,238183.0,237685.0,4011212.0,2353550.0,2205772.0,247913.0,301043.0,287172.0,291812.0,256813.0,256620.0,265401.0,251571.0,10285524.0,6919722.0,5628139.0,243542.0,370079.0,371305.0,377583.0,245230.0,366332.0,422482.0,428921.0,253622.0,10508982.0,5434112.0,4979962.0,255065.0,589758.0,619343.0,617070.0,245756.0,459700.0,709983.0,734802.0,252677.0,8708268.0,5226318.0,4798474.0,244266.0,1269802.0,1254086.0,1230792.0,249393.0,1004416.0,1097885.0,1358269.0,254432.0,11958469.0,6093087.0,5483700.0,243038.0,6942205.0,6559769.0,6825135.0,249159.0,254972.0,253507.0,248429.0,244821.0,247694.0,240589.0,246326.0,238795.0,256497.0,253574.0,260188.0,256557.0
37.5,1355907.0,1137646.0,978296.0,255504.0,241619.0,245647.0,235055.0,261697.0,240700.0,237073.0,254569.0,266261.0,1649984.0,795791.0,784494.0,251344.0,248695.0,263889.0,268449.0,241308.0,237547.0,239193.0,4062284.0,2408502.0,2235117.0,247693.0,302091.0,281888.0,294276.0,256428.0,256974.0,262438.0,252810.0,10432358.0,7019624.0,5722096.0,246011.0,370662.0,367432.0,372945.0,247805.0,366854.0,423208.0,432611.0,255640.0,10747390.0,5486866.0,5035960.0,255474.0,596340.0,623156.0,612168.0,245990.0,473533.0,717770.0,732600.0,254031.0,8891192.0,5262740.0,4878079.0,243322.0,1270096.0,1257630.0,1209814.0,246101.0,995796.0,1163030.0,1379144.0,254321.0,12156290.0,6109314.0,5483671.0,245775.0,7007292.0,6676792.0,6910973.0,247871.0,252540.0,254810.0,249223.0,244154.0,249560.0,242474.0,246190.0,239209.0,259717.0,256814.0,255128.0,258881.0
38.0,1366231.0,1162958.0,1071673.0,254516.0,242515.0,243541.0,233306.0,259147.0,240648.0,235865.0,235515.0,264685.0,1777812.0,826769.0,797476.0,248624.0,248708.0,262876.0,266394.0,239109.0,239115.0,237055.0,4191743.0,2461725.0,2294707.0,248743.0,303513.0,284915.0,299019.0,257633.0,260838.0,261780.0,256620.0,10601448.0,7067307.0,5813812.0,244612.0,369254.0,369445.0,377782.0,246077.0,376713.0,421575.0,434743.0,257473.0,10924016.0,5602171.0,5158559.0,252727.0,598527.0,623955.0,620863.0,243454.0,492408.0,710961.0,734715.0,252065.0,9114406.0,5365052.0,4924270.0,242165.0,1273872.0,1257383.0,1219230.0,253450.0,1006924.0,1218533.0,1401306.0,252801.0,12460764.0,6124682.0,5507557.0,243805.0,7064230.0,6770889.0,6993967.0,246932.0,252523.0,266978.0,248240.0,247754.0,250110.0,242994.0,247648.0,244666.0,263482.0,255064.0,258169.0,256825.0
38.5,1393326.0,1176807.0,1178368.0,255167.0,240245.0,240449.0,238027.0,256053.0,241485.0,236082.0,234994.0,265767.0,1871201.0,859803.0,808568.0,248198.0,250107.0,262800.0,268596.0,240376.0,238118.0,238620.0,4429379.0,2516438.0,2320311.0,250048.0,303527.0,284131.0,294750.0,256443.0,257044.0,261206.0,252831.0,10817094.0,7119770.0,5902537.0,243296.0,370236.0,372887.0,373083.0,250045.0,393142.0,421570.0,431213.0,254049.0,10997765.0,5718797.0,5235455.0,250538.0,602049.0,626415.0,623566.0,246807.0,501948.0,724393.0,736274.0,250590.0,9289492.0,5441144.0,4979738.0,243511.0,1265592.0,1261934.0,1230442.0,244491.0,1015110.0,1268165.0,1409271.0,252534.0,12820686.0,6147556.0,5528577.0,242042.0,7135057.0,6883920.0,7071463.0,245472.0,251044.0,274663.0,252363.0,247189.0,246640.0,241076.0,247631.0,256711.0,264061.0,257732.0,256770.0,257954.0
39.0,1397799.0,1200084.0,983499.0,253126.0,241452.0,243393.0,231272.0,255969.0,240605.0,235700.0,242306.0,264855.0,1941954.0,911495.0,818930.0,250805.0,250164.0,264500.0,270681.0,235632.0,237897.0,239221.0,4892902.0,2550087.0,2380041.0,246246.0,303693.0,286546.0,304337.0,258473.0,258379.0,260508.0,256969.0,10984827.0,7197259.0,5965686.0,244638.0,364444.0,368174.0,377693.0,249369.0,404906.0,422954.0,432718.0,254407.0,11195349.0,5781303.0,5297873.0,256178.0,598686.0,629565.0,620293.0,247985.0,513488.0,721589.0,734319.0,247707.0,9497831.0,5517860.0,5060025.0,243296.0,1274563.0,1255986.0,1227569.0,248181.0,1012965.0,1307098.0,1414572.0,255810.0,13194180.0,6162145.0,5529898.0,241591.0,7226657.0,6933183.0,7110475.0,246830.0,249092.0,278483.0,252874.0,247681.0,249455.0,245765.0,247928.0,253985.0,265470.0,258598.0,257648.0,254274.0
39.5,1425554.0,1211141.0,1004627.0,256047.0,241000.0,244189.0,235175.0,262088.0,241137.0,235359.0,249325.0,265313.0,1989626.0,1012447.0,842738.0,250373.0,253154.0,265768.0,269073.0,240557.0,241334.0,239766.0,5508554.0,2593983.0,2424720.0,248109.0,302012.0,291317.0,312071.0,259849.0,259184.0,265857.0,254246.0,11160315.0,7287526.0,6080476.0,246917.0,371256.0,375347.0,377042.0,247054.0,415740.0,420190.0,432810.0,254828.0,11330622.0,5895705.0,5399918.0,256692.0,598967.0,636480.0,623087.0,245572.0,525217.0,722328.0,738419.0,249739.0,9690806.0,5589649.0,5141141.0,245047.0,1269832.0,1252567.0,1230009.0,246496.0,1015471.0,1325640.0,1431619.0,259492.0,13743993.0,6163086.0,5539896.0,244478.0,7320656.0,7018010.0,7181580.0,249495.0,254627.0,292296.0,250694.0,250044.0,252853.0,246892.0,248164.0,260376.0,265031.0,261393.0,259607.0,260210.0
40.0,1429744.0,1213292.0,1013258.0,261489.0,241606.0,246240.0,249368.0,260720.0,239929.0,235392.0,242509.0,267105.0,2027257.0,1156234.0,881991.0,250395.0,254983.0,267221.0,269157.0,239808.0,240026.0,237268.0,6162369.0,2642896.0,2474644.0,247902.0,302853.0,300002.0,319358.0,255683.0,262330.0,269882.0,251242.0,11296078.0,7262950.0,6162775.0,245293.0,371520.0,374159.0,372644.0,251455.0,418702.0,426533.0,432511.0,255702.0,11554883.0,5986411.0,5455110.0,256944.0,603717.0,629564.0,626634.0,248448.0,544322.0,725886.0,732881.0,254086.0,9898673.0,5672037.0,5183943.0,246180.0,1285502.0,1257862.0,1228608.0,247710.0,1030894.0,1346979.0,1417960.0,255213.0,13618715.0,6160421.0,5550370.0,244094.0,7418273.0,7086036.0,7225848.0,247678.0,257786.0,306682.0,255780.0,249594.0,251618.0,245466.0,253157.0,261776.0,266599.0,259204.0,259677.0,259866.0
